"","sftgcode","year","byregn2","group","sftgname","feanctig","sftptv2a","sftpcons","ethherf","relhrel","disp4cat","sftpdur2","floil","maccat","logim","logtpop","logmtn","anocracy","democracy","log_gdpc","miss_ind","glb_ind","cwar_ind","reg_ind","sample"
"665","ISR",1970,5,1,"Israel",0,"Partial democracy without factionalism",0,0.810486197471619,0.777491807937622,1,0,0,0,-1.4124493598938,7.92298603057861,0.993251800537109,0,1,7.59173536300659,0,"Y","Y","",2
"666","ISR",1987,5,1,"Israel",0,"Partial democracy without factionalism",1,0.720105528831482,0.736141681671143,1,0,0,0,-1.72744536399841,8.31947326660156,0.993251800537109,0,1,9.04853630065918,0,"Y","Y","",2
"667","ITA",1989,3,1,"Italy",1,"Full democracy",0,0.899491012096405,0.736664712429047,0,0,0,0,-1.68790948390961,10.9438524246216,3.14415216445923,0,1,9.51046466827393,0,"Y","Y","",2
"668","IVO",1965,1,1,"Cote d'Ivoire",0,"Full autocracy",0,0.175716429948807,0.417014598846436,1,0,0,0,0.333295464515686,8.34521770477295,0.336472243070602,0,0,6.26316976547241,0,"Y","Y","",2
"669","IVO",1988,1,2,"Cote d'Ivoire",0,"Full autocracy",0,0.165393382310867,0.391806095838547,1,0,0,0,0.739834308624268,9.29440593719482,0.336472243070602,0,0,7.61118459701538,0,"Y","Y","",2
"670","IVO",1992,1,2,"Cote d'Ivoire",0,"Full autocracy",0,0.172338217496872,0.390923351049423,1,0,0,0,0.856698632240295,9.43388366699219,0.336472243070602,0,0,7.44992256164551,0,"Y","Y","",2
"671","IVO",2002,1,1,"Cote d'Ivoire",0,"Partial democracy with factionalism",1,0.168421998620033,0.378340214490891,1,1,0,0,1.14779424667358,9.66947269439697,0.336472243070602,1,0,7.61459350585938,0,"Y","Y","",2
"672","JAM",1966,4,2,"Jamaica",0,"Full democracy",0,0.625862002372742,0.571869790554047,0,0,0,0,-0.822681248188019,7.45876264572144,1.33500111103058,0,1,6.46852159500122,0,"Y","Y","",2
"673","JAM",1976,4,1,"Jamaica",0,"Full democracy",0,0.625862002372742,0.571869790554047,0,0,0,0,-0.801448583602905,7.59337425231934,1.33500111103058,0,1,7.16200971603394,0,"Y","","",2
"674","JOR",1957,5,1,"Jordan",0,"Partial autocracy",1,0.956773340702057,0.855472207069397,0,0,0,0,0.203496560454369,6.49978685379028,2.72129535675049,1,0,5.33469772338867,0,"Y","","Y",2
"675","JOR",1970,5,1,"Jordan",0,"Full autocracy",1,0.956773340702057,0.855472207069397,0,0,0,0,-0.135969817638397,7.25417804718018,2.72129535675049,0,0,6.53130006790161,0,"Y","Y","",2
"676","JOR",1977,5,1,"Jordan",0,"Full autocracy",0,0.956278502941132,0.855472207069397,0,0,0,0,-0.108960129320621,7.56889581680298,2.72129535675049,0,0,6.62813377380371,0,"Y","Y","",2
"677","JOR",1980,5,1,"Jordan",0,"Full autocracy",0,0.956278502941132,0.855472207069397,0,0,0,0,-0.163053140044212,7.64730882644653,2.72129535675049,0,0,7.20749664306641,0,"Y","Y","",2
"678","JOR",1986,5,1,"Jordan",0,"Full autocracy",0,0.956659972667694,0.855472207069397,0,0,0,0,-0.274987161159515,7.86557197570801,2.72129535675049,0,0,7.97580194473267,0,"Y","Y","",2
"679","JOR",1992,5,1,"Jordan",0,"Partial autocracy",0,0.957074642181396,0.855472207069397,0,1,0,0,-0.392124742269516,8.0876407623291,2.72129535675049,1,0,8.02101612091064,0,"Y","Y","",2
"680","JPN",1956,2,1,"Japan",1,"Full democracy",0,0.975273847579956,0.406203001737595,1,NA,0,0,-0.948918461799622,11.4055070877075,2.75366067886353,0,1,6.51190853118896,1,"Y","Y","",2
"681","JPN",1960,2,1,"Japan",1,"Full democracy",0,0.975273847579956,0.406203001737595,1,0,0,0,-0.97974169254303,11.4341526031494,2.75366067886353,0,1,6.78064870834351,0,"Y","Y","",2
"682","JPN",1966,2,1,"Japan",1,"Full democracy",0,0.975273847579956,0.406203001737595,1,0,0,0,-1.6572939157486,11.4915075302124,2.75366067886353,0,1,7.40977239608765,0,"Y","Y","",2
"683","JPN",1969,2,1,"Japan",1,"Full democracy",0,0.975273847579956,0.406203001737595,1,0,0,0,-1.8897100687027,11.5218057632446,2.75366067886353,0,1,7.72596549987793,0,"Y","","Y",2
"684","JPN",1971,2,1,"Japan",1,"Full democracy",0,0.975273847579956,0.406203001737595,1,0,0,0,-1.95890378952026,11.5432901382446,2.75366067886353,0,1,8.03682899475098,0,"Y","Y","",2
"685","JPN",1983,2,1,"Japan",1,"Full democracy",0,0.970545291900635,0.387951910495758,1,0,0,0,-2.21582984924316,11.675971031189,2.75366067886353,0,1,9.20884418487549,0,"Y","Y","",2
"686","JPN",1987,2,1,"Japan",1,"Full democracy",0,0.970545291900635,0.387951910495758,1,0,0,0,-2.31523203849792,11.7021980285645,2.75366067886353,0,1,9.49045658111572,0,"Y","","Y",2
"687","JPN",2000,2,1,"Japan",1,"Full democracy",0,0.978174209594727,0.363553732633591,1,0,0,0,-2.18041753768921,11.7477607727051,2.75366067886353,0,1,10.1129961013794,0,"Y","","Y",2
"688","KEN",1973,1,1,"Kenya",0,"Full autocracy",0,0.192134261131287,0.198437064886093,1,1,0,0,0.197530969977379,9.37305450439453,3.30688667297363,0,0,5.85369539260864,0,"Y","","Y",2
"689","KEN",1980,1,2,"Kenya",0,"Full autocracy",0,0.192134261131287,0.198437064886093,1,0,0,0,0.0725317820906639,9.62760257720947,3.30688667297363,0,0,6.37229537963867,0,"Y","Y","",2
"690","KEN",1991,1,1,"Kenya",0,"Full autocracy",1,0.167203441262245,0.219143554568291,1,0,0,1,0.261284589767456,10.0346908569336,3.30688667297363,0,0,6.91040182113647,0,"Y","Y","",2
"691","KUW",1971,5,1,"Kuwait",0,"Full autocracy",0,0.788850009441376,0.525712490081787,0,0,1,0,-0.827956140041351,6.53669166564941,0,0,0,8.9219913482666,0,"Y","","Y",2
"692","KUW",1975,5,1,"Kuwait",0,"Full autocracy",0,0.788850009441376,0.525712490081787,0,0,1,0,-0.631029963493347,6.79570579528809,0,0,0,9.11899280548096,0,"Y","Y","",2
"693","KUW",1980,5,2,"Kuwait",0,"Full autocracy",0,0.788850009441376,0.525712490081787,0,0,1,0,-0.879367351531982,7.10987949371338,0,0,0,9.48044395446777,0,"Y","","Y",2
"694","KUW",1991,5,1,"Kuwait",0,"Full autocracy",0,0.731850028038025,0.515250623226166,0,0,0,0,-1.21539378166199,7.6629376411438,0,0,0,8.94441986083984,0,"Y","Y","",2
"695","KYR",1994,5,1,"Kyrgyzstan",0,"Full autocracy",0,0.410795986652374,0.349138200283051,0,0,0,0,0.338884770870209,8.40469646453857,4.04522466659546,1,0,7.86748838424683,0,"Y","Y","",2
"696","LAO",1960,2,1,"Laos",0,"Full democracy",1,0.503336012363434,0.470285534858704,0,1,1,1,0.535544753074646,7.64060401916504,3.60549783706665,0,1,5.92425584793091,0,"Y","Y","",2
"697","LAO",1983,2,2,"Laos",0,"Full autocracy",0,0.518934011459351,0.459293514490128,1,0,1,0,0.683887839317322,8.09223937988281,3.60549783706665,0,0,6.98378992080688,0,"Y","Y","",2
"698","LAO",1989,2,1,"Laos",0,"Full autocracy",0,0.518934011459351,0.459293514490128,0,0,1,0,0.824671864509583,8.24774360656738,3.60549783706665,0,0,7.22693586349487,0,"Y","Y","",2
"699","LAO",1996,2,1,"Laos",0,"Full autocracy",0,0.518930017948151,0.478824317455292,0,0,1,0,0.962565302848816,8.42770576477051,3.60549783706665,0,0,7.31613636016846,0,"Y","Y","",2
"700","LAT",1996,3,1,"Latvia",0,"Partial democracy without factionalism",0,0.40393528342247,0.365782201290131,1,0,0,0,-0.986160397529602,7.84149312973022,0,0,1,8.63276958465576,0,"Y","","Y",2
"701","LBR",1961,1,1,"Liberia",0,"Full autocracy",0,0.195187911391258,0.368942767381668,0,0,0,0,0.562075793743134,6.93244791030884,0.470003634691238,0,0,5.36129236221313,0,"Y","Y","",2
"702","LBR",1964,1,1,"Liberia",0,"Full autocracy",0,0.195187911391258,0.368942767381668,0,0,0,0,0.328918486833572,7.01211547851562,0.470003634691238,0,0,5.49306154251099,0,"Y","","Y",2
"703","LBR",1980,1,2,"Liberia",0,"Full autocracy",0,0.192382752895355,0.331325739622116,0,0,0,0,0.656154870986938,7.46908378601074,0.470003634691238,0,0,6.505784034729,0,"Y","Y","",2
"704","LBR",1985,1,1,"Liberia",0,"Full autocracy",1,0.192021518945694,0.29931104183197,0,0,0,0,0.877136766910553,7.63867998123169,0.470003634691238,0,0,6.7393364906311,0,"Y","Y","",2
"705","LEB",1958,5,1,"Lebanon",0,"Partial democracy with factionalism",1,0.89040994644165,0.252781212329865,1,0,0,0,-0.316928952932358,7.41276407241821,4.0621657371521,1,0,6.4952654838562,0,"Y","Y","",2
"706","LEB",1962,5,1,"Lebanon",0,"Partial democracy with factionalism",0,0.89040994644165,0.252781212329865,1,0,0,0,-0.48384964466095,7.52671766281128,4.0621657371521,1,0,6.57786130905151,0,"Y","Y","",2
"707","LEB",1965,5,1,"Lebanon",0,"Partial democracy with factionalism",0,0.89040994644165,0.252781212329865,1,0,0,0,-0.605984807014465,7.6152982711792,4.0621657371521,1,0,6.61338424682617,0,"Y","","Y",2
"708","LEB",1970,5,1,"Lebanon",0,"Partial democracy with factionalism",0,0.89040994644165,0.252781212329865,1,0,0,0,-0.676242649555206,7.75662326812744,4.0621657371521,1,0,6.74758672714233,0,"Y","Y","",2
"709","LEB",1975,5,1,"Lebanon",0,"Partial democracy with factionalism",1,0.88620001077652,0.253917127847672,1,0,0,0,-0.546104073524475,7.894690990448,4.0621657371521,1,0,6.99209642410278,0,"Y","Y","",2
"710","LES",1970,1,1,"Lesotho",0,"Partial democracy without factionalism",1,0.881575703620911,0.333717286586761,0,0,0,0,0.212861940264702,6.89669418334961,4.4212474822998,0,1,5.47441101074219,0,"Y","","Y",2
"711","LES",1981,1,1,"Lesotho",0,"Full autocracy",0,0.881575703620911,0.333717286586761,0,0,0,0,0.344334959983826,7.12769365310669,4.4212474822998,0,0,6.55897760391235,0,"Y","","Y",2
"712","LES",1988,1,2,"Lesotho",0,"Full autocracy",0,0.881419777870178,0.370567589998245,0,0,0,0,0.533004343509674,7.29233694076538,4.4212474822998,0,0,6.80089378356934,0,"Y","Y","",2
"713","LES",1998,1,2,"Lesotho",0,"Partial democracy with factionalism",1,0.88087797164917,0.380677968263626,0,0,0,0,0.868120551109314,7.44190692901611,4.4212474822998,0,1,7.18535661697388,0,"Y","Y","",2
"714","LES",2002,1,1,"Lesotho",0,"Transition",0,0.88087797164917,0.382186979055405,0,1,0,0,1.01384305953979,7.48717355728149,4.4212474822998,0,0,7.30805349349976,0,"Y","Y","",2
"715","LIB",1957,5,1,"Libya",0,"Full autocracy",0,0.82355123758316,0.960799992084503,0,0,1,0,0.605782032012939,7.02642679214478,1.95469844341278,0,0,6.39359092712402,0,"Y","","Y",2
"716","LIB",1970,5,2,"Libya",0,"Full autocracy",0,0.82355123758316,0.960799992084503,0,0,1,0,0.202572971582413,7.51207113265991,1.95469844341278,0,0,6.97354316711426,0,"Y","Y","",2
"717","LIB",1980,5,2,"Libya",0,"Full autocracy",0,0.868684113025665,0.980199992656708,0,0,1,0,0.0116055458784103,7.9309253692627,1.95469844341278,0,0,7.59589004516602,0,"Y","","Y",2
"718","MAA",1969,1,1,"Mauritania",0,"Full autocracy",0,0.404751896858215,0.941799998283386,1,0,0,0,0.294756382703781,7.06902360916138,0,0,0,6.06777715682983,0,"Y","","Y",2
"719","MAA",1972,1,2,"Mauritania",0,"Full autocracy",0,0.404324620962143,0.960799992084503,1,0,0,0,0.272667557001114,7.14045286178589,0,0,0,6.34493446350098,0,"Y","","Y",2
"720","MAA",1994,1,1,"Mauritania",0,"Full autocracy",0,0.399513870477676,0.996007978916168,1,0,0,0,0.776528775691986,7.66387748718262,0,0,0,7.08138942718506,0,"Y","","Y",2
"721","MAA",1999,1,1,"Mauritania",0,"Full autocracy",0,0.399513870477676,0.996007978916168,1,0,0,0,0.78434956073761,7.79482316970825,0,0,0,7.19127130508423,0,"Y","Y","",2
"722","MAG",1962,1,1,"Madagascar",0,"Partial autocracy",0,0.200875997543335,0.345984548330307,0,0,0,0,0.382604241371155,8.59322834014893,3.52046084403992,1,0,5.86078643798828,0,"Y","","Y",2
"723","MAG",1970,1,1,"Madagascar",0,"Partial autocracy",0,0.200875997543335,0.345984548330307,0,0,0,0,0.328718364238739,8.79391574859619,3.52046084403992,1,0,5.96614694595337,0,"Y","","Y",2
"724","MAG",1984,1,1,"Madagascar",0,"Full autocracy",0,0.200943276286125,0.309167355298996,0,0,0,0,0.585461735725403,9.16597080230713,3.52046084403992,0,0,6.60258769989014,0,"Y","Y","",2
"725","MAG",1995,1,1,"Madagascar",0,"Partial democracy without factionalism",0,0.201042979955673,0.303214132785797,0,1,0,0,0.892223715782166,9.47393417358398,3.52046084403992,0,1,6.56807804107666,0,"Y","","Y",2
"726","MAG",2002,1,1,"Madagascar",0,"Partial democracy without factionalism",0,0.200964003801346,0.295966178178787,0,0,0,0,0.968016028404236,9.678466796875,3.52046084403992,0,1,6.69579887390137,0,"Y","Y","",2
"727","MAL",1961,2,2,"Malaysia",1,"Full democracy",0,0.370951801538467,0.347232013940811,0,0,0,0,-0.171176984906197,8.97360515594482,2.75366067886353,0,1,6.23531246185303,0,"Y","","Y",2
"728","MAL",1969,2,1,"Malaysia",1,"Full democracy",1,0.370951801538467,0.347232013940811,0,0,0,0,-0.436886698007584,9.21473026275635,2.75366067886353,0,1,6.49134540557861,0,"Y","","Y",2
"729","MAL",1983,2,2,"Malaysia",1,"Partial democracy with factionalism",0,0.352414816617966,0.370432317256927,0,0,0,0,-0.489548236131668,9.55492210388184,2.75366067886353,1,0,8.04239368438721,0,"Y","Y","",2
"730","MAL",1989,2,1,"Malaysia",1,"Partial democracy with factionalism",0,0.352414816617966,0.370432317256927,0,0,0,0,-0.479863405227661,9.71166133880615,2.75366067886353,1,0,8.32428550720215,0,"Y","Y","",2
"731","MAL",1996,2,1,"Malaysia",1,"Partial democracy with factionalism",0,0.339694947004318,0.374321907758713,0,0,0,0,-0.457081347703934,9.89540481567383,2.75366067886353,1,0,8.93819427490234,0,"Y","Y","",2
"732","MAS",1972,1,2,"Mauritius",0,"Partial democracy without factionalism",0,0.523075878620148,0.362291485071182,0,0,0,0,-0.508772253990173,6.71659469604492,0,0,1,7.02015495300293,0,"Y","","Y",2
"733","MAS",1977,1,1,"Mauritius",0,"Partial democracy without factionalism",0,0.523075878620148,0.362291485071182,0,0,0,0,-0.501335144042969,6.79346609115601,0,0,1,7.79892492294312,0,"Y","Y","",2
"734","MAS",1983,1,1,"Mauritius",0,"Partial democracy without factionalism",0,0.522554337978363,0.364301234483719,0,0,0,0,-0.661398470401764,6.8855094909668,0,0,1,8.1482982635498,0,"Y","Y","",2
"735","MAS",1991,1,2,"Mauritius",0,"Full democracy",0,0.522554337978363,0.364301234483719,0,0,0,0,-0.757284998893738,6.95368432998657,0,0,1,8.90852546691895,0,"Y","Y","",2
"736","MAS",1996,1,2,"Mauritius",0,"Full democracy",0,0.537551283836365,0.362431049346924,0,0,0,0,-0.817084074020386,7.01301574707031,0,0,1,9.2199068069458,0,"Y","","Y",2
"737","MAS",2003,1,1,"Mauritius",0,"Full democracy",0,0.541630029678345,0.360494166612625,0,0,0,0,-0.562932550907135,7.08840894699097,0,0,1,9.57537841796875,0,"Y","","Y",2
"738","MAW",1972,1,3,"Malawi",0,"Full autocracy",0,0.182458505034447,0.233415603637695,0,0,0,0,0.615713238716125,8.41582489013672,2.28238248825073,0,0,5.22944927215576,0,"Y","Y","",2
"739","MAW",1990,1,2,"Malawi",0,"Full autocracy",0,0.182435750961304,0.230686143040657,0,0,0,0,0.950710952281952,9.0655460357666,2.28238248825073,0,0,6.19266939163208,0,"Y","Y","",2
"740","MEX",1961,4,1,"Mexico",0,"Full autocracy",0,0.414649993181229,0.928626835346222,0,0,0,0,-0.0217873547226191,10.4863452911377,3.47196650505066,0,0,6.80440378189087,0,"Y","","Y",2
"741","MLI",1963,1,2,"Mali",0,"Full autocracy",0,0.249392837285995,0.630599975585938,0,0,0,0,0.429723918437958,8.41803550720215,0.336472243070602,0,0,5.32855558395386,0,"Y","","Y",2
"742","MLI",1967,1,1,"Mali",0,"Full autocracy",0,0.249392837285995,0.630599975585938,0,0,0,0,0.470796257257462,8.51258277893066,0.336472243070602,0,0,5.22987794876099,0,"Y","","Y",2
"743","MLI",1973,1,1,"Mali",0,"Full autocracy",0,0.244240060448647,0.664200007915497,0,0,0,0,0.615791976451874,8.65503978729248,0.336472243070602,0,0,5.4992561340332,0,"Y","","Y",2
"744","MLI",1980,1,2,"Mali",0,"Full autocracy",0,0.244240060448647,0.664200007915497,0,0,0,0,0.726940631866455,8.81403350830078,0.336472243070602,0,0,6.05722904205322,0,"Y","Y","",2
"745","MLI",1985,1,1,"Mali",0,"Full autocracy",0,0.244085475802422,0.68860000371933,0,0,0,0,0.93317574262619,8.93221282958984,0.336472243070602,0,0,6.37971544265747,0,"Y","Y","",2
"746","MLI",1990,1,1,"Mali",0,"Full autocracy",1,0.244085475802422,0.68860000371933,0,0,0,0,1.03364133834839,9.05800437927246,0.336472243070602,0,0,6.42868661880493,0,"Y","Y","",2
"747","MLI",1998,1,1,"Mali",0,"Partial democracy without factionalism",0,0.205571115016937,0.756600022315979,0,0,0,0,1.20397281646729,9.27265739440918,0.336472243070602,0,1,6.69990682601929,0,"Y","Y","",2
"748","MON",1958,2,1,"Mongolia",0,"Full autocracy",0,0.723955810070038,0.495442003011703,0,0,0,0,0.215997025370598,6.76849317550659,3.61899328231812,0,0,6.19031524658203,0,"Y","","Y",2
"749","MON",1965,2,1,"Mongolia",0,"Full autocracy",0,0.723955810070038,0.495442003011703,0,0,0,0,0.0670274943113327,6.94408702850342,3.61899328231812,0,0,6.30809831619263,0,"Y","Y","",2
"750","MON",1970,2,1,"Mongolia",0,"Full autocracy",0,0.723955810070038,0.495442003011703,0,0,0,0,0.115344606339931,7.07918453216553,3.61899328231812,0,0,6.44094657897949,0,"Y","Y","",2
"751","MON",1989,2,1,"Mongolia",0,"Full autocracy",0,0.711328029632568,0.487136006355286,0,0,0,0,0.518344461917877,7.61775970458984,3.61899328231812,0,0,7.56268119812012,0,"Y","Y","",2
"752","MOR",1958,5,1,"Morocco",0,"Partial autocracy",0,0.50249832868576,0.960618019104004,0,0,0,0,0.584730088710785,9.25032997131348,3.85439395904541,1,0,5.59340953826904,0,"Y","Y","",2
"753","MOR",1965,5,1,"Morocco",0,"Partial democracy with factionalism",1,0.50249832868576,0.960618019104004,0,1,0,0,0.336536973714828,9.4423246383667,3.85439395904541,1,0,6.13090038299561,0,"Y","","Y",2
"754","MOR",1970,5,2,"Morocco",0,"Full autocracy",0,0.50249832868576,0.960618019104004,0,0,0,0,0.297376781702042,9.5819034576416,3.85439395904541,0,0,6.34756422042847,0,"Y","Y","",2
"755","MOR",1975,5,2,"Morocco",0,"Full autocracy",1,0.502130687236786,0.994018018245697,0,0,0,0,0.360536873340607,9.71172142028809,3.85439395904541,0,0,6.6327919960022,0,"Y","Y","",2
"756","MYA",1956,2,2,"Burma",0,"Partial democracy with factionalism",0,0.603637933731079,0.739683449268341,1,0,0,0,0.259816884994507,9.87806701660156,3.60004830360413,0,1,4.06044292449951,0,"Y","Y","",2
"757","MYA",1961,2,1,"Burma",0,"Partial democracy with factionalism",1,0.603637933731079,0.739683449268341,1,0,0,0,0.328590273857117,9.95967864990234,3.60004830360413,0,1,4.31748819351196,0,"Y","Y","",2
"758","MZM",1998,1,2,"Mozambique",0,"Partial democracy without factionalism",0,0.228837534785271,0.280809164047241,0,1,0,0,1.29787254333496,9.70528030395508,1.2237753868103,0,1,6.74940395355225,0,"Y","Y","",2
"759","NAM",1998,1,2,"Namibia",0,"Partial democracy without factionalism",0,0.331357061862946,0.343221098184586,0,0,0,0,0.426769703626633,7.43661737442017,2.47653841972351,0,1,8.3790454864502,0,"Y","Y","",2
"760","NEP",1960,2,2,"Nepal",0,"Transition",1,0.349140405654907,0.774945139884949,0,1,0,0,0.683854937553406,9.17771339416504,4.31347990036011,0,0,5.12396383285522,0,"Y","","Y",2
"761","NEP",1969,2,1,"Nepal",0,"Full autocracy",0,0.349140405654907,0.774945139884949,0,0,0,0,0.51366138458252,9.34250831604004,4.31347990036011,0,0,5.32675886154175,0,"Y","","Y",2
"762","NEP",1971,2,1,"Nepal",0,"Full autocracy",0,0.349140405654907,0.774945139884949,0,0,0,0,0.466148138046265,9.38160133361816,4.31347990036011,0,0,5.42093324661255,0,"Y","Y","",2
"763","NEP",1974,2,1,"Nepal",0,"Full autocracy",0,0.403865069150925,0.814013838768005,0,0,0,0,0.507611930370331,9.44137287139893,4.31347990036011,0,0,5.59132289886475,0,"Y","","Y",2
"764","NEP",1983,2,2,"Nepal",0,"Partial autocracy",0,0.406496286392212,0.815872371196747,0,1,0,0,0.538100063800812,9.62911605834961,4.31347990036011,1,0,6.34971570968628,0,"Y","Y","",2
"765","NEP",1996,2,1,"Nepal",0,"Partial democracy without factionalism",1,0.451736211776733,0.822194457054138,0,0,0,0,0.758452296257019,9.92588520050049,4.31347990036011,1,0,7.06321954727173,0,"Y","Y","",2
"766","NEW",1960,2,2,"New Zealand",1,"Full democracy",0,0.869194805622101,0.35743236541748,1,0,0,0,-1.36796498298645,7.72973537445068,3.37758755683899,0,1,7.72961664199829,0,"Y","","Y",2
"767","NEW",1967,2,1,"New Zealand",1,"Full democracy",0,0.869194805622101,0.35743236541748,1,0,0,0,-1.73324263095856,7.87397861480713,3.37758755683899,0,1,8.13478088378906,0,"Y","Y","",2
"768","NEW",1970,2,1,"New Zealand",1,"Full democracy",0,0.869194805622101,0.35743236541748,1,0,0,0,-1.70280158519745,7.91498279571533,3.37758755683899,0,1,8.15547370910645,0,"Y","Y","",2
"769","NEW",1983,2,3,"New Zealand",1,"Full democracy",0,0.808803915977478,0.357968837022781,0,0,0,0,-1.71633565425873,8.04910755157471,3.37758755683899,0,1,9.08364772796631,0,"Y","Y","",2
"770","NEW",1987,2,1,"New Zealand",1,"Full democracy",0,0.808803915977478,0.357968837022781,0,0,0,0,-1.64043402671814,8.08548641204834,3.37758755683899,0,1,9.33849334716797,0,"Y","","Y",2
"771","NEW",2000,2,1,"New Zealand",1,"Full democracy",0,0.786740243434906,0.377991795539856,0,0,0,0,-1.86196374893188,8.22121047973633,3.37758755683899,0,1,9.8028621673584,0,"Y","","Y",2
"772","NIC",1966,4,2,"Nicaragua",0,"Full autocracy",0,0.553186595439911,0.92865526676178,0,0,0,0,0.213753804564476,7.46851348876953,2.33214402198792,0,0,6.8437819480896,0,"Y","Y","",2
"773","NIC",1978,4,2,"Nicaragua",0,"Full autocracy",1,0.511692881584167,0.901723682880402,0,0,0,0,0.0973429828882217,7.85438108444214,2.33214402198792,0,0,7.61296939849854,0,"Y","Y","",2
"774","NIG",1964,1,1,"Nigeria",0,"Partial democracy with factionalism",1,0.194341421127319,0.298599988222122,0,0,0,0,0.172486364841461,10.5787000656128,1.2237753868103,0,1,5.34601163864136,0,"Y","","Y",2
"775","NIG",1980,1,2,"Nigeria",0,"Transition",1,0.178482830524445,0.306575745344162,0,1,1,0,0.331456899642944,11.0090093612671,1.2237753868103,0,0,6.49381446838379,0,"Y","Y","",2
"776","NIG",1990,1,2,"Nigeria",0,"Full autocracy",0,0.178479894995689,0.302617371082306,0,0,1,0,0.525119841098785,11.3018589019775,1.2237753868103,0,0,6.59061670303345,0,"Y","Y","",2
"777","NIR",1963,1,2,"Niger",0,"Full autocracy",0,0.272263288497925,0.72816801071167,0,0,0,0,0.260212540626526,8.09070873260498,1.13140213489532,0,0,5.88284873962402,0,"Y","","Y",2
"778","NIR",1988,1,2,"Niger",0,"Full autocracy",0,0.2862429022789,0.775885999202728,1,0,0,0,0.881881952285767,8.81611156463623,1.13140213489532,0,0,6.61417579650879,0,"Y","Y","",2
"779","NIR",1991,1,2,"Niger",0,"Full autocracy",0,0.2862429022789,0.775885999202728,1,0,0,0,0.960585653781891,8.91045093536377,1.13140213489532,0,0,6.69477224349976,0,"Y","Y","",2
"780","NIR",1996,1,1,"Niger",0,"Partial democracy with factionalism",1,0.360802233219147,0.83789598941803,1,1,0,0,1.19410836696625,9.07509326934814,1.13140213489532,0,1,6.68672180175781,0,"Y","","Y",2
"781","NIR",2002,1,1,"Niger",0,"Partial democracy without factionalism",0,0.353341996669769,0.84291797876358,0,1,0,0,1.36287403106689,9.28191661834717,1.13140213489532,1,0,6.80492496490479,0,"Y","Y","",2
"782","NOR",1963,3,1,"Norway",0,"Full democracy",0,0.976288020610809,0.976216018199921,0,0,0,0,-1.88673102855682,8.19146347045898,3.41444253921509,0,1,7.72043085098267,0,"Y","Y","",2
"783","NOR",1967,3,1,"Norway",0,"Full democracy",0,0.976288020610809,0.976216018199921,0,0,0,0,-1.88227820396423,8.22228527069092,3.41444253921509,0,1,7.90540838241577,0,"Y","","Y",2
"784","NOR",1991,3,2,"Norway",0,"Full democracy",0,0.890417993068695,0.939599990844727,0,0,1,0,-1.84315824508667,8.34782695770264,3.41444253921509,0,1,9.75937271118164,0,"Y","Y","",2
"785","NTH",1996,3,1,"Netherlands",1,"Full democracy",0,0.734066009521484,0.307376593351364,0,0,0,0,-1.98468923568726,9.63958740234375,0,0,1,9.88526058197021,0,"Y","","Y",2
"786","OMA",1959,5,1,"Oman",0,"Full autocracy",0,0.781624019145966,0.66650652885437,0,1,1,0,0.697794735431671,6.26909637451172,1.33500111103058,0,0,6.2324481010437,0,"Y","Y","",2
"787","OMA",1962,5,1,"Oman",0,"Full autocracy",0,0.781624019145966,0.66650652885437,0,0,1,0,0.530823469161987,6.33682584762573,1.33500111103058,0,0,6.28039598464966,0,"Y","Y","",2
"788","OMA",1970,5,2,"Oman",0,"Full autocracy",1,0.781624019145966,0.66650652885437,0,0,1,0,0.359787493944168,6.5496506690979,1.33500111103058,0,0,6.12905025482178,0,"Y","Y","",2
"789","PAK",1983,2,2,"Pakistan(1972-)",0,"Full autocracy",1,0.403572171926498,0.546059489250183,1,0,0,1,0.681559562683105,11.3311281204224,3.78418970108032,0,0,6.69293928146362,0,"Y","Y","",2
"790","PAN",1968,4,1,"Panama",0,"Partial democracy with factionalism",1,0.531034886837006,0.791538715362549,1,0,0,0,-0.484664797782898,7.20117092132568,2.56494927406311,1,0,6.72773122787476,0,"Y","","Y",2
"791","PAN",1977,4,1,"Panama",0,"Full autocracy",0,0.419500738382339,0.771632075309753,1,0,1,0,-0.614253222942352,7.45182228088379,2.56494927406311,0,0,7.49484157562256,0,"Y","","Y",2
"792","PAR",1966,4,2,"Paraguay",0,"Full autocracy",0,0.907849311828613,0.927753508090973,1,0,0,0,-0.346050679683685,7.61579084396362,0.741937339305878,0,0,6.25477075576782,0,"Y","Y","",2
"793","PAR",1999,4,1,"Paraguay",0,"Partial democracy with factionalism",0,0.905922830104828,0.889393389225006,0,0,0,0,-0.0887007713317871,8.53306674957275,0.741937339305878,0,1,8.4990234375,0,"Y","","Y",2
"794","PER",1968,4,2,"Peru",0,"Partial democracy with factionalism",1,0.410856008529663,0.924179971218109,0,0,0,0,0.105553269386292,9.37560081481934,3.8836236000061,1,0,7.04772567749023,0,"Y","","Y",2
"795","PER",1973,4,1,"Peru",0,"Full autocracy",0,0.410706877708435,0.914596021175385,0,0,0,0,0.134488791227341,9.51539611816406,3.8836236000061,0,0,7.32566928863525,0,"Y","","",2
"796","PER",1977,4,1,"Peru",0,"Full autocracy",0,0.410706877708435,0.914596021175385,0,0,0,0,0.177334010601044,9.6264820098877,3.8836236000061,0,0,7.65189504623413,0,"Y","","Y",2
